ticker,security_name,listing_exchange,market_category,is_etf,is_test_issue,financial_status,cqs_symbol,nasdaq_symbol,is_nextshares
BTG,B2Gold Corp Common shares (Canada),A, ,N,N,,BTG,BTG,N
BTGO,"BitGo Holdings, Inc. Class A Common Stock",N, ,N,N,,BTGO,BTGO,N
BTI,"British American Tobacco  Industries, p.l.c. Common Stock ADR",N, ,N,N,,BTI,BTI,N
BTMD,Biote Corp. - Class A common stock,Q,G,N,N,N,,BTMD,N
BTO,John Hancock Financial Opportunities Fund Common Stock,N, ,N,N,,BTO,BTO,N
BTOC,Armlogi Holding Corp. - common stock,Q,S,N,N,D,,BTOC,N
BTOG,Bit Origin Limited - Class A Ordinary Shares,Q,S,N,N,N,,BTOG,N
BTQ,BTQ Technologies Corp. - Common Stock,Q,G,N,N,N,,BTQ,N
BTSG,"BrightSpring Health Services, Inc. - Common Stock",Q,Q,N,N,N,,BTSG,N
BTSGU,"BrightSpring Health Services, Inc. - Tangible Equity Unit",Q,Q,N,N,N,,BTSGU,N
BTT,BlackRock Municipal 2030 Target Term Trust,N, ,N,N,,BTT,BTT,N
BTTC,Black Titan Corp - Ordinary Shares,Q,S,N,N,N,,BTTC,N
BTU,Peabody Energy Corporation Common Stock ,N, ,N,N,,BTU,BTU,N
BTX,BlackRock Technology and Private Equity Term Trust Common Shares of Beneficial Interest,N, ,N,N,,BTX,BTX,N
BTZ,BlackRock Credit Allocation Income Trust,N, ,N,N,,BTZ,BTZ,N
BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),N, ,N,N,,BUD,BUD,N
BUDA,"Buda Juice, Inc. Common Stock",A, ,N,N,,BUDA,BUDA,N
BUI,"BlackRock Utility, Infrastructure & Power Opportunities Trust",N, ,N,N,,BUI,BUI,N
BULL,Webull Corporation - Class A Ordinary Shares,Q,S,N,N,N,,BULL,N
BULLW,Webull Corporation - Warrants,Q,S,N,N,N,,BULLW,N
BUR,Burford Capital Limited Ordinary Shares,N, ,N,N,,BUR,BUR,N
BURL,"Burlington Stores, Inc. Common Stock",N, ,N,N,,BURL,BURL,N
BURU,"Nuburu, Inc. Common Stock",A, ,N,N,,BURU,BURU,N
BUSE,First Busey Corporation - Common Stock,Q,Q,N,N,N,,BUSE,N
BUSEP,"First Busey Corporation - Depositary Shares, Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Series B Non-Cumulative Perpetual Preferred Stock, $0.001 par value",Q,Q,N,N,N,,BUSEP,N
BUUU,BUUU Group Limited - Class A Ordinary Share,Q,S,N,N,N,,BUUU,N
BV,"BrightView Holdings, Inc. Common Stock",N, ,N,N,,BV,BV,N
BVC,BitVentures Limited - Ordinary Share,Q,S,N,N,N,,BVC,N
BVFL,"BV Financial, Inc. - Common Stock",Q,S,N,N,N,,BVFL,N
BVN,Buenaventura Mining Company Inc.,N, ,N,N,,BVN,BVN,N
BVS,Bioventus Inc. - Class A Common Stock,Q,Q,N,N,N,,BVS,N
BW,"Babcock & Wilcox Enterprises, Inc. Common Stock",N, ,N,N,,BW,BW,N
BWA,BorgWarner Inc. Common Stock,N, ,N,N,,BWA,BWA,N
BWAY,BrainsWay Ltd. - American Depositary Shares,Q,G,N,N,N,,BWAY,N
BWB,"Bridgewater Bancshares, Inc. - Common Stock",Q,S,N,N,N,,BWB,N
BWBBP,"Bridgewater Bancshares, Inc. - Depositary Shares, Each Representing a 1/100th Interest in a Share of 5.875% Non-Cumulative Perpetual Preferred Stock, Series A",Q,S,N,N,N,,BWBBP,N
BWEN,"Broadwind, Inc. - Common Stock",Q,S,N,N,N,,BWEN,N
BWFG,"Bankwell Financial Group, Inc. - Common Stock",Q,G,N,N,N,,BWFG,N
BWG,BrandywineGLOBAL Global Income Opportunities Fund Inc.,N, ,N,N,,BWG,BWG,N
BWIN,"The Baldwin Insurance Group, Inc. - Class A Common Stock",Q,Q,N,N,N,,BWIN,N
BWIV,Blue Water Acquisition Corp. IV Class A Ordinary Shares,N, ,N,N,,BWIV,BWIV,N
BWIV-U,"Blue Water Acquisition Corp. IV Units, each consisting of one Class A ordinary share and one-half of one redeemable warrant",N, ,N,N,,BWIV.U,BWIV=,N
BWIV-W,Blue Water Acquisition Corp. IV Warrants entitling the holder to purchase one Class A ordinary share at a price of $11.50 per share,N, ,N,N,,BWIV.WS,BWIV+,N
BWLP,BW LPG Limited Common Shares,N, ,N,N,,BWLP,BWLP,N
BWMN,Bowman Consulting Group Ltd. - Common Stock,Q,G,N,N,N,,BWMN,N
BWMX,"Betterware de Mexico, S.A.P.I. de C.V. Ordinary Shares",N, ,N,N,,BWMX,BWMX,N
BWNB,"Babcock & Wilcox Enterprises, Inc. 6.50% Senior Notes due 2026",N, ,N,N,,BWNB,BWNB,N
BWXT,"BWX Technologies, Inc. Common Stock",N, ,N,N,,BWXT,BWXT,N
BX,Blackstone Inc. Common Stock,N, ,N,N,,BX,BX,N
BXC,Bluelinx Holdings Inc. Common Stock,N, ,N,N,,BXC,BXC,N
BXDC,Blackstone Digital Infrastructure Trust Inc. Common Stock,N, ,N,N,,BXDC,BXDC,N
BXMT,"Blackstone Mortgage Trust, Inc. Common Stock",N, ,N,N,,BXMT,BXMT,N
BXP,"BXP, Inc. Common Stock",N, ,N,N,,BXP,BXP,N
BXSL,Blackstone Secured Lending Fund Common Shares of Beneficial Interest,N, ,N,N,,BXSL,BXSL,N
BY,"Byline Bancorp, Inc. Common Stock",N, ,N,N,,BY,BY,N
BYAH,"Park Ha Biological Technology Co., Ltd. - Class A Ordinary Shares",Q,S,N,N,N,,BYAH,N
BYD,Boyd Gaming Corporation Common Stock,N, ,N,N,,BYD,BYD,N
BYFC,Broadway Financial Corporation - Class A Common Stock,Q,S,N,N,N,,BYFC,N
BYND,"Beyond Meat, Inc. - Common stock",Q,Q,N,N,D,,BYND,N
BYRN,"Byrna Technologies, Inc. - Common Stock",Q,S,N,N,N,,BYRN,N
BYSI,"BeyondSpring, Inc. - Ordinary Shares",Q,S,N,N,N,,BYSI,N
BZ,KANZHUN LIMITED - American Depository Shares,Q,Q,N,N,N,,BZ,N
BZAI,"Blaize Holdings, Inc. - Common Stock",Q,G,N,N,N,,BZAI,N
BZAIW,"Blaize Holdings, Inc. - Warrant",Q,S,N,N,N,,BZAIW,N
BZFD,"BuzzFeed, Inc. - Class A Common Stock",Q,S,N,N,N,,BZFD,N
BZFDW,"BuzzFeed, Inc. - Warrant",Q,S,N,N,N,,BZFDW,N
BZH,"Beazer Homes USA, Inc. Common Stock",N, ,N,N,,BZH,BZH,N
BZUN,Baozun Inc. - American Depositary Shares,Q,Q,N,N,N,,BZUN,N
C,"Citigroup, Inc. Common Stock",N, ,N,N,,C,C,N
CAAP,Corporacion America Airports SA Common Shares,N, ,N,N,,CAAP,CAAP,N
CAAS,"China Automotive Systems, Inc. - Ordinary Share",Q,S,N,N,N,,CAAS,N
CABA,"Cabaletta Bio, Inc. - Common Stock",Q,Q,N,N,N,,CABA,N
CABO,"Cable One, Inc. Common Stock",N, ,N,N,,CABO,CABO,N
CABR,"Caring Brands, Inc. - Common Stock",Q,S,N,N,D,,CABR,N
CAC,Camden National Corporation - Common Stock,Q,Q,N,N,N,,CAC,N
CACC,Credit Acceptance Corporation - Common Stock,Q,Q,N,N,N,,CACC,N
CACI,"CACI International, Inc. Class A Common Stock",N, ,N,N,,CACI,CACI,N
CADL,"Candel Therapeutics, Inc. - Common Stock",Q,G,N,N,N,,CADL,N
CAE,CAE Inc. Ordinary Shares,N, ,N,N,,CAE,CAE,N
CAF,Morgan Stanley China A Share Fund Inc. Common Stock,N, ,N,N,,CAF,CAF,N
CAG,"ConAgra Brands, Inc. Common Stock",N, ,N,N,,CAG,CAG,N
CAH,"Cardinal Health, Inc. Common Stock",N, ,N,N,,CAH,CAH,N
CAI,"Caris Life Sciences, Inc. - Common Stock",Q,Q,N,N,N,,CAI,N
CAIIU,Collective Acquisition Corp. II - Units,Q,G,N,N,N,,CAIIU,N
CAKE,The Cheesecake Factory Incorporated - Common Stock,Q,Q,N,N,N,,CAKE,N
CAL,"Caleres, Inc. Common Stock",N, ,N,N,,CAL,CAL,N
CALC,"CalciMedica, Inc. - Common Stock",Q,S,N,N,D,,CALC,N
CALM,"Cal-Maine Foods, Inc. - Common Stock",Q,Q,N,N,N,,CALM,N
CALX,"Calix, Inc Common Stock",N, ,N,N,,CALX,CALX,N
CALY,Callaway Golf Company Common Stock,N, ,N,N,,CALY,CALY,N
CAMP,CAMP4 Therapeutics Corporation - Common Stock,Q,G,N,N,N,,CAMP,N
CAMT,Camtek Ltd. - Ordinary Shares,Q,G,N,N,N,,CAMT,N
CAN,Canaan Inc. - American Depositary Shares,Q,G,N,N,D,,CAN,N
CANF,"Can-Fite Biopharma Ltd American Depositary Shares, each representing two (2) Ordinary Shares",A, ,N,N,,CANF,CANF,N
CANG,Cango Inc. Class A Ordinary Shares,N, ,N,N,,CANG,CANG,N
CAPL,CrossAmerica Partners LP Common Units representing limited partner interests,N, ,N,N,,CAPL,CAPL,N
CAPN,Cayson Acquisition Corp - Ordinary Shares,Q,G,N,N,D,,CAPN,N
CAPNR,Cayson Acquisition Corp - Right,Q,G,N,N,N,,CAPNR,N
CAPNU,Cayson Acquisition Corp - Units,Q,G,N,N,N,,CAPNU,N
CAPR,"Capricor Therapeutics, Inc. - Common Stock",Q,Q,N,N,N,,CAPR,N
CAPS,Capstone Holding Corp. - Common Stock,Q,S,N,N,D,,CAPS,N
CAQ,Cambridge Acquisition Corp. - Class A Ordinary Shares,Q,G,N,N,N,,CAQ,N
CAQUU,Cambridge Acquisition Corp. - Unit,Q,G,N,N,N,,CAQUU,N
CAQUW,Cambridge Acquisition Corp. - Warrants,Q,G,N,N,N,,CAQUW,N
CAR,"Avis Budget Group, Inc. - Common Stock",Q,Q,N,N,N,,CAR,N
CARE,"Carter Bankshares, Inc. - Common Stock",Q,Q,N,N,N,,CARE,N
CARG,"CarGurus, Inc. - Class A Common Stock",Q,Q,N,N,N,,CARG,N
CARL,"Carlsmed, Inc. - Common Stock",Q,Q,N,N,N,,CARL,N
CARR,Carrier Global Corporation Common Stock ,N, ,N,N,,CARR,CARR,N
CARS,Cars.com Inc. Common Stock ,N, ,N,N,,CARS,CARS,N
CART,Maplebear Inc. - Common Stock,Q,Q,N,N,N,,CART,N
CASH,"Pathward Financial, Inc. - Common Stock",Q,Q,N,N,N,,CASH,N
CASS,"Cass Information Systems, Inc - Common Stock",Q,Q,N,N,N,,CASS,N
CAST,"FreeCast, Inc. - Class A common stock",Q,G,N,N,N,,CAST,N
CASY,"Caseys General Stores, Inc. - Common Stock",Q,Q,N,N,N,,CASY,N
CAT,"Caterpillar, Inc. Common Stock",N, ,N,N,,CAT,CAT,N
CATO,Cato Corporation (The) Class A Common Stock,N, ,N,N,,CATO,CATO,N
CATX,"Perspective Therapeutics, Inc. Common Stock",A, ,N,N,,CATX,CATX,N
CATY,Cathay General Bancorp - Common Stock,Q,Q,N,N,N,,CATY,N
CAVA,"CAVA Group, Inc. Common Stock",N, ,N,N,,CAVA,CAVA,N
CB,Chubb Limited  Common Stock,N, ,N,N,,CB,CB,N
CBAN,"Colony Bankcorp, Inc. Common Stock",N, ,N,N,,CBAN,CBAN,N
CBAT,"CBAK Energy Technology, Inc. - Common Stock",Q,S,N,N,D,,CBAT,N
CBC,"Central Bancompany, Inc. - Class A Common Stock",Q,Q,N,N,N,,CBC,N
CBFV,"CB Financial Services, Inc. - Common Stock",Q,G,N,N,N,,CBFV,N
CBIO,"Crescent Biopharma, Inc. - Common Stock",Q,S,N,N,N,,CBIO,N
CBK,"Commercial Bancgroup, Inc. - Common Stock",Q,S,N,N,N,,CBK,N
CBL,"CBL & Associates Properties, Inc. Common Stock",N, ,N,N,,CBL,CBL,N
CBLL,"CeriBell, Inc. - Common Stock",Q,Q,N,N,N,,CBLL,N
CBNA,"Chain Bridge Bancorp, Inc. Class A Common Stock",N, ,N,N,,CBNA,CBNA,N
CBNK,"Capital Bancorp, Inc. - Common Stock",Q,Q,N,N,N,,CBNK,N
CBOE,"Cboe Global Markets, Inc. Common Stock",Z, ,N,N,,CBOE,CBOE,N
CBRE,CBRE Group Inc Common Stock Class A,N, ,N,N,,CBRE,CBRE,N
CBRL,"Cracker Barrel Old Country Store, Inc. - Common Stock",Q,Q,N,N,N,,CBRL,N
CBRS,Cerebras Systems Inc. - Class A Common Stock,Q,Q,N,N,N,,CBRS,N
CBSH,"Commerce Bancshares, Inc. - Common Stock",Q,Q,N,N,N,,CBSH,N
CBT,Cabot Corporation Common Stock,N, ,N,N,,CBT,CBT,N
CBU,"Community Financial System, Inc. Common Stock",N, ,N,N,,CBU,CBU,N
CBUS,"Cibus, Inc. - Class A Common Stock",Q,S,N,N,N,,CBUS,N
CBZ,"CBIZ, Inc. Common Stock",N, ,N,N,,CBZ,CBZ,N
CC,Chemours Company (The) Common Stock,N, ,N,N,,CC,CC,N
CCAP,"Crescent Capital BDC, Inc. - Common Stock",Q,G,N,N,N,,CCAP,N
CCAQ,Collective Acquisition Corp. - Class A ordinary shares,Q,G,N,N,N,,CCAQ,N
CCAQU,Collective Acquisition Corp. - Units,Q,G,N,N,N,,CCAQU,N
CCAQW,Collective Acquisition Corp. - Warrants,Q,G,N,N,N,,CCAQW,N
CCB,Coastal Financial Corporation - Common Stock,Q,Q,N,N,N,,CCB,N
CCBG,Capital City Bank Group - Common Stock,Q,Q,N,N,N,,CCBG,N
CCC,CCC Intelligent Solutions Holdings Inc. - Common Stock,Q,Q,N,N,N,,CCC,N
CCCC,"C4 Therapeutics, Inc. - Common Stock",Q,Q,N,N,N,,CCCC,N
CCD,Calamos Dynamic Convertible & Income Fund - Closed End Fund,Q,Q,N,N,N,,CCD,N
CCEC,Capital Clean Energy Carriers Corp. - Common Share,Q,Q,N,N,N,,CCEC,N
CCEL,"Cryo-Cell International, Inc. Common Stock",A, ,N,N,,CCEL,CCEL,N
CCEP,Coca-Cola Europacific Partners plc - Ordinary Shares,Q,Q,N,N,N,,CCEP,N
CCG,Cheche Group Inc. - Class A Ordinary Shares,Q,S,N,N,D,,CCG,N
CCGWW,Cheche Group Inc. - Warrant,Q,S,N,N,N,,CCGWW,N
CCHH,CCH Holdings Ltd - Class A Ordinary Shares,Q,S,N,N,D,,CCHH,N
CCI,Crown Castle Inc. Common Stock,N, ,N,N,,CCI,CCI,N
CCID,Carlyle Credit Income Fund 7.375% Series D Term Preferred Shares due 2028,N, ,N,N,,CCID,CCID,N
CCIF,Carlyle Credit Income Fund Shares of Beneficial Interest,N, ,N,N,,CCIF,CCIF,N
CCII,Cohen Circle Acquisition Corp. II - Class A Ordinary Shares,Q,G,N,N,N,,CCII,N
CCIIU,Cohen Circle Acquisition Corp. II - Unit,Q,G,N,N,N,,CCIIU,N
CCIIW,Cohen Circle Acquisition Corp. II - Warrant,Q,G,N,N,N,,CCIIW,N
CCIX,Churchill Capital Corp IX - Ordinary Shares,Q,G,N,N,N,,CCIX,N
CCIXU,Churchill Capital Corp IX - Unit,Q,G,N,N,N,,CCIXU,N
CCIXW,Churchill Capital Corp IX - Warrant,Q,G,N,N,N,,CCIXW,N
CCJ,Cameco Corporation Common Stock,N, ,N,N,,CCJ,CCJ,N
CCK,"Crown Holdings, Inc.",N, ,N,N,,CCK,CCK,N
CCL,Carnival Corporation Ltd. Common Shares,N, ,N,N,,CCL,CCL,N
CCLD,"CareCloud, Inc. - Common Stock",Q,G,N,N,N,,CCLD,N
CCM,Concord Medical Services Holdings Limited American Depositary Shares (Each represents thirty (30) Class A ordinary shares),N, ,N,N,,CCM,CCM,N
CCNE,CNB Financial Corporation - Common Stock,Q,Q,N,N,N,,CCNE,N
CCNEP,"CNB Financial Corporation - Depositary shares, each representing a 1/40th ownership interest in a share of 7.125% Series A Fixed- Rate Non-Cumulative Perpetual Preferred Stock",Q,Q,N,N,N,,CCNEP,N
CCO,"Clear Channel Outdoor Holdings, Inc. Common Stock",N, ,N,N,,CCO,CCO,N
CCOI,"Cogent Communications Holdings, Inc. - Common Stock",Q,Q,N,N,N,,CCOI,N
CCRN,"Cross Country Healthcare, Inc. - Common Stock",Q,Q,N,N,N,,CCRN,N
CCS,"Century Communities, Inc. Common Stock",N, ,N,N,,CCS,CCS,N
CCSI,"Consensus Cloud Solutions, Inc. - Common Stock",Q,Q,N,N,N,,CCSI,N
CCTG,CCSC Technology International Holdings Limited - Class A Ordinary Shares,Q,S,N,N,D,,CCTG,N
CCU,"Compania Cervecerias Unidas, S.A. Common Stock",N, ,N,N,,CCU,CCU,N
CCXI,Churchill Capital Corp XI - Class A Ordinary Shares,Q,G,N,N,N,,CCXI,N
CCXIU,Churchill Capital Corp XI - Units,Q,G,N,N,N,,CCXIU,N
CCXIW,Churchill Capital Corp XI - Warrants,Q,G,N,N,N,,CCXIW,N
CCZ,Comcast Holdings ZONES,N, ,N,N,,CCZ,CCZ,N
CD,Chaince Digital Holdings Inc. - American Ordinary Shares,Q,G,N,N,N,,CD,N
CDE,"Coeur Mining, Inc. Common Stock",N, ,N,N,,CDE,CDE,N
CDIO,Cardio Diagnostics Holdings Inc. - Common stock,Q,S,N,N,N,,CDIO,N
CDIOW,Cardio Diagnostics Holdings Inc. - Warrant,Q,S,N,N,N,,CDIOW,N
CDLR,Cadeler A/S American Depositary Share (each representing four (4) Ordinary Shares),N, ,N,N,,CDLR,CDLR,N
CDLX,"Cardlytics, Inc. - Common Stock",Q,G,N,N,N,,CDLX,N
CDNA,"CareDx, Inc. - Common Stock",Q,G,N,N,N,,CDNA,N
CDNL,Cardinal Infrastructure Group Inc. - Class A Common Stock,Q,Q,N,N,N,,CDNL,N
CDNS,"Cadence Design Systems, Inc. - Common Stock",Q,Q,N,N,N,,CDNS,N
CDP,COPT Defense Properties Common Shares of Beneficial Interest,N, ,N,N,,CDP,CDP,N
CDRE,"Cadre Holdings, Inc. Common Stock",N, ,N,N,,CDRE,CDRE,N
CDRO,"Codere Online Luxembourg, S.A. - Ordinary Shares",Q,S,N,N,N,,CDRO,N
CDROW,"Codere Online Luxembourg, S.A. - Warrants",Q,S,N,N,N,,CDROW,N
CDT,CDT Equity Inc. - Common Stock,Q,S,N,N,E,,CDT,N
CDTG,CDT Environmental Technology Investment Holdings Limited - ordinary shares,Q,S,N,N,D,,CDTG,N
CDTTW,CDT Equity Inc. - Warrant,Q,S,N,N,E,,CDTTW,N
CDW,CDW Corporation - Common Stock,Q,Q,N,N,N,,CDW,N
CDXS,"Codexis, Inc. - Common Stock",Q,Q,N,N,N,,CDXS,N
CDZI,"Cadiz, Inc. - Common Stock",Q,G,N,N,N,,CDZI,N
CDZIP,"Cadiz, Inc. - Depositary Shares",Q,G,N,N,N,,CDZIP,N
CE,Celanese Corporation Common Stock,N, ,N,N,,CE,CE,N
CECO,CECO Environmental Corp. - Common Stock,Q,Q,N,N,N,,CECO,N
CEE,"The Central and Eastern Europe Fund, Inc. (The) Common Stock",N, ,N,N,,CEE,CEE,N
CEG,Constellation Energy Corporation - Common Stock When-Issued,Q,Q,N,N,N,,CEG,N
CELC,Celcuity Inc. - Common Stock,Q,S,N,N,N,,CELC,N
CELG-R,Bristol-Myers Squibb Company Celegne Contingent Value Rights,N, ,N,N,,CELGr,CELG^,N
CELH,"Celsius Holdings, Inc. - Common Stock",Q,S,N,N,N,,CELH,N
CELU,Celularity Inc. - Class A Common Stock,Q,S,N,N,E,,CELU,N
CELUW,Celularity Inc. - Warrant,Q,S,N,N,E,,CELUW,N
CELZ,"Creative Medical Technology Holdings, Inc. - Common Stock",Q,S,N,N,N,,CELZ,N
CENN,Cenntro Inc. - Common Stock,Q,S,N,N,N,,CENN,N
CENT,Central Garden & Pet Company - Common Stock,Q,Q,N,N,N,,CENT,N
CENTA,Central Garden & Pet Company - Class A Common Stock Nonvoting,Q,Q,N,N,N,,CENTA,N
CENX,Century Aluminum Company - Common Stock,Q,Q,N,N,N,,CENX,N
CEPF,"Cantor Equity Partners IV, Inc. - Class A Ordinary Shares",Q,G,N,N,N,,CEPF,N
CEPO,"Cantor Equity Partners I, Inc. - Class A Ordinary Shares",Q,G,N,N,N,,CEPO,N
CEPS,"Cantor Equity Partners VI, Inc. - Class A Ordinary Shares",Q,G,N,N,N,,CEPS,N
CEPT,"Cantor Equity Partners II, Inc. - Class A ordinary share",Q,G,N,N,N,,CEPT,N
CEPU,Central Puerto S.A. American Depositary Shares (each represents ten Common Shares),N, ,N,N,,CEPU,CEPU,N
CEPV,"Cantor Equity Partners V, Inc. - Class A Ordinary Shares",Q,G,N,N,N,,CEPV,N
CERS,Cerus Corporation - Common Stock,Q,G,N,N,N,,CERS,N
CERT,"Certara, Inc. - Common Stock",Q,Q,N,N,N,,CERT,N
CET,Central Securities Corporation Common Stock,A, ,N,N,,CET,CET,N
CETX,Cemtrex Inc. - Common Stock,Q,S,N,N,N,,CETX,N
CETY,"Clean Energy Technologies, Inc. - Common Stock",Q,S,N,N,E,,CETY,N
CEV,Eaton Vance California Municipal Income Trust Shares of Beneficial Interest,A, ,N,N,,CEV,CEV,N
CEVA,"CEVA, Inc. - Common Stock",Q,Q,N,N,N,,CEVA,N
CF,"CF Industries Holdings, Inc. Common Stock",N, ,N,N,,CF,CF,N
CFBK,CF Bankshares Inc. - Common Stock,Q,S,N,N,N,,CFBK,N
CFFI,C&F Financial Corporation - Common Stock,Q,Q,N,N,N,,CFFI,N
CFFN,"Capitol Federal Financial, Inc. - Common Stock",Q,Q,N,N,N,,CFFN,N
CFG,"Citizens Financial Group, Inc. Common Stock",N, ,N,N,,CFG,CFG,N
CFND,C1 Fund Inc. Common Stock,N, ,N,N,,CFND,CFND,N
CFR,"Cullen/Frost Bankers, Inc. Common Stock",N, ,N,N,,CFR,CFR,N
CG,The Carlyle Group Inc. - Common Stock,Q,Q,N,N,N,,CG,N
CGABL,The Carlyle Group Inc. - 4.625% Subordinated Notes due 2061,Q,Q,N,N,N,,CGABL,N
CGAU,Centerra Gold Inc. Common Shares,N, ,N,N,,CGAU,CGAU,N
CGBD,"Carlyle Secured Lending, Inc. - Closed End Fund",Q,Q,N,N,N,,CGBD,N
CGC,Canopy Growth Corporation - Common Shares,Q,Q,N,N,N,,CGC,N
CGEM,"Cullinan Therapeutics, Inc. - Common Stock",Q,Q,N,N,N,,CGEM,N
CGEN,Compugen Ltd. - Ordinary Shares,Q,S,N,N,N,,CGEN,N
CGNT,Cognyte Software Ltd. - Ordinary Shares,Q,Q,N,N,N,,CGNT,N
CGNX,Cognex Corporation - Common Stock,Q,Q,N,N,N,,CGNX,N
CGO,Calamos Global Total Return Fund - Closed End Fund,Q,Q,N,N,N,,CGO,N
CGON,"CG Oncology, Inc. - Common stock",Q,Q,N,N,N,,CGON,N
CGTL,Creative Global Technology Holdings Limited - Class A Ordinary Shares,Q,S,N,N,N,,CGTL,N
CGTX,"Cognition Therapeutics, Inc. - Common Stock",Q,S,N,N,N,,CGTX,N
CHA,"Chagee Holdings Limited - American Depositary Shares, each representing 1 Class A ordinary share",Q,Q,N,N,N,,CHA,N
CHAI,"Core AI Holdings, Inc. - Common Shares",Q,S,N,N,N,,CHAI,N
CHAR,Charlton Aria Acquisition Corporation - Class A Ordinary Shares,Q,G,N,N,E,,CHAR,N
CHARR,Charlton Aria Acquisition Corporation - Rights,Q,G,N,N,E,,CHARR,N
CHARU,Charlton Aria Acquisition Corporation - Units,Q,G,N,N,E,,CHARU,N
CHCI,"Comstock Holding Companies, Inc. - Class A Common Stock",Q,S,N,N,N,,CHCI,N
CHCO,City Holding Company - Common Stock,Q,Q,N,N,N,,CHCO,N
CHCT,Community Healthcare Trust Incorporated Common Stock,N, ,N,N,,CHCT,CHCT,N
CHD,"Church & Dwight Company, Inc. Common Stock",N, ,N,N,,CHD,CHD,N
CHDN,"Churchill Downs, Incorporated - Common Stock",Q,Q,N,N,N,,CHDN,N
CHE,Chemed Corp,N, ,N,N,,CHE,CHE,N
CHEC,Chenghe Acquisition III Co. - Class A Ordinary Shares,Q,G,N,N,N,,CHEC,N
CHECU,Chenghe Acquisition III Co. - Units,Q,G,N,N,N,,CHECU,N
CHECW,Chenghe Acquisition III Co. - Warrants,Q,G,N,N,N,,CHECW,N
CHEF,"The Chefs' Warehouse, Inc. - Common Stock",Q,Q,N,N,N,,CHEF,N
CHGG,"Chegg, Inc. Common Stock",N, ,N,N,,CHGG,CHGG,N
CHH,"Choice Hotels International, Inc. Common Stock",N, ,N,N,,CHH,CHH,N
CHI,Calamos Convertible Opportunities and Income Fund - Closed End Fund,Q,Q,N,N,N,,CHI,N
CHKP,Check Point Software Technologies Ltd. - Ordinary Shares,Q,Q,N,N,N,,CHKP,N
CHMG,Chemung Financial Corp  - Common Stock,Q,Q,N,N,N,,CHMG,N
CHMI,Cherry Hill Mortgage Investment Corporation Common Stock,N, ,N,N,,CHMI,CHMI,N
CHNR,"China Natural Resources, Inc. - Common Shares",Q,S,N,N,N,,CHNR,N
CHOW,ChowChow Cloud International Holdings Limited Ordinary Shares,A, ,N,N,,CHOW,CHOW,N
CHPG,ChampionsGate Acquisition Corporation - Class A Ordinary Share,Q,G,N,N,N,,CHPG,N
CHPGR,ChampionsGate Acquisition Corporation - Rights,Q,G,N,N,N,,CHPGR,N
CHPGU,ChampionsGate Acquisition Corporation - Unit,Q,G,N,N,N,,CHPGU,N
CHPT,"ChargePoint Holdings, Inc. Common Stock",N, ,N,N,,CHPT,CHPT,N
CHR,"Cheer Holding, Inc.  - Class A Ordinary Share",Q,S,N,N,N,,CHR,N
CHRD,Chord Energy Corporation - Common Stock,Q,Q,N,N,N,,CHRD,N
CHRN,ChronoScale Corporation - Common Stock,Q,S,N,N,N,,CHRN,N
CHRS,"Coherus Oncology, Inc. - Common Stock",Q,G,N,N,N,,CHRS,N
CHRW,"C.H. Robinson Worldwide, Inc. - Common Stock",Q,Q,N,N,N,,CHRW,N
CHSCL,"CHS Inc - Class B Cumulative Redeemable Preferred Stock, Series 4",Q,Q,N,N,N,,CHSCL,N
CHSCM,"CHS Inc - Class B Reset Rate Cumulative Redeemable Preferred Stock, Series 3",Q,Q,N,N,N,,CHSCM,N
CHSCN,CHS Inc - Preferred Class B Series 2 Reset Rate,Q,Q,N,N,N,,CHSCN,N
CHSCO,CHS Inc - Class B Cumulative Redeemable Preferred Stock,Q,Q,N,N,N,,CHSCO,N
CHSCP,CHS Inc - 8%  Cumulative Redeemable Preferred Stock,Q,Q,N,N,N,,CHSCP,N
CHSN,Chanson International Holding - Class A Ordinary Shares,Q,S,N,N,N,,CHSN,N
CHT,"Chunghwa Telecom Co., Ltd.",N, ,N,N,,CHT,CHT,N
CHTR,"Charter Communications, Inc. - Class A Common Stock",Q,Q,N,N,N,,CHTR,N
CHW,Calamos Global Dynamic Income Fund - Closed End Fund,Q,Q,N,N,N,,CHW,N
CHWY,"Chewy, Inc. Class A Common Stock",N, ,N,N,,CHWY,CHWY,N
CHY,Calamos Convertible and High Income Fund - Closed End Fund,Q,Q,N,N,N,,CHY,N
CHYM,"Chime Financial, Inc. - Class A Common Stock",Q,Q,N,N,N,,CHYM,N
CI,The Cigna Group Common Stock,N, ,N,N,,CI,CI,N
CIA,"Citizens, Inc. Class A Common Stock ($1.00 Par)",N, ,N,N,,CIA,CIA,N
CIB,Grupo Cibest S.A. American Depositary Shares each representing four Preferred Shares,N, ,N,N,,CIB,CIB,N
CICB,CION Investment Corporation 7.50% Notes due 2029,N, ,N,N,,CICB,CICB,N
CICC,CION Investment Corporation 7.50% Notes due 2031,N, ,N,N,,CICC,CICC,N
CIEN,Ciena Corporation Common Stock,N, ,N,N,,CIEN,CIEN,N
CIF,MFS Intermediate High Income Fund Common Stock,N, ,N,N,,CIF,CIF,N
